filesystem,cloud,test-name,elapsed
rhel8-nfs-same-subnet,AWS,"DD read, 1GB, 16 Parallel Ops",27.693
rhel8-nfs-same-subnet,AWS,"Write CSV, 100MB over 10 files",0.645
rhel8-nfs-same-subnet,AWS,"Read CSV, 100MB over 10 files",0.318
rhel8-nfs-same-subnet,AWS,"Write CSV, 100MB over 100 files",1.675
rhel8-nfs-same-subnet,AWS,"Read CSV, 100MB over 100 files",0.618
rhel8-nfs-same-subnet,AWS,"Write CSV, 100MB over 1000 files",5.341
rhel8-nfs-same-subnet,AWS,"Read CSV, 100MB over 1000 files",2.33
rhel8-nfs-same-subnet,AWS,"Write CSV, 100MB over 10000 files",45.583
rhel8-nfs-same-subnet,AWS,"Read CSV, 100MB over 10000 files",16.36
rhel8-nfs-same-subnet,AWS,"DD write, 10MB over 1000 files, 2 Parallel Ops",6.459
rhel8-nfs-same-subnet,AWS,"DD write, 10MB over 1000 files, 4 Parallel Ops",7.006
rhel8-nfs-same-subnet,AWS,"DD write, 10MB over 1000 files, 8 Parallel Ops",13.898
rhel8-nfs-same-subnet,AWS,"DD write, 10MB over 1000 files, 16 Parallel Ops",27.822
rhel8-nfs-same-subnet,AWS,"DD read, 10MB over 1000 files, 2 Parallel Ops",2.905
rhel8-nfs-same-subnet,AWS,"DD read, 10MB over 1000 files, 4 Parallel Ops",2.667
rhel8-nfs-same-subnet,AWS,"DD read, 10MB over 1000 files, 8 Parallel Ops",2.763
rhel8-nfs-same-subnet,AWS,"DD read, 10MB over 1000 files, 16 Parallel Ops",3.031
rhel8-nfs-same-subnet,AWS,"FST random reads, 100MB over 10*10MB reads",0.302
rhel8-nfs-same-subnet,AWS,"FST random reads, 100MB over 100*1MB reads",0.205
rhel8-nfs-same-subnet,AWS,"FST random reads, 100MB over 1000*100KB reads",0.502
rhel8-nfs-same-subnet,AWS,"FST random reads, 100MB over 10000*10KB reads",1.867
rhel8-nfs-same-subnet,AWS,Read 14 days of CRAN logs with fread,37.821
rhel8-nfs-same-subnet,AWS,Sample 5000 rows from each of 14 CRAN logs with vroom,17.972
ebs-local-storage,AWS,Install MASS,7.695
ebs-local-storage,AWS,Install lattice,9.543
ebs-local-storage,AWS,Install BH,13.247
ebs-local-storage,AWS,"Write CSV, 10KB",0.004
ebs-local-storage,AWS,"Write CSV, 1MB",0.006
ebs-local-storage,AWS,"Write CSV, 100MB",0.058
ebs-local-storage,AWS,"Write CSV, 1GB",0.43
ebs-local-storage,AWS,"Read CSV, 10KB",0.006
ebs-local-storage,AWS,"Read CSV, 1MB",0.008
ebs-local-storage,AWS,"Read CSV, 100MB",0.118
ebs-local-storage,AWS,"Read CSV, 1GB",4.153
ebs-local-storage,AWS,"DD write, 1GB, 2 Parallel Ops",8.003
ebs-local-storage,AWS,"DD write, 1GB, 4 Parallel Ops",16.121
ebs-local-storage,AWS,"DD write, 1GB, 8 Parallel Ops",32.785
ebs-local-storage,AWS,"DD write, 1GB, 16 Parallel Ops",64.995
ebs-local-storage,AWS,"DD read, 1GB, 2 Parallel Ops",7.216
ebs-local-storage,AWS,"DD read, 1GB, 4 Parallel Ops",16.264
ebs-local-storage,AWS,"DD read, 1GB, 8 Parallel Ops",32.638
ebs-local-storage,AWS,"DD read, 1GB, 16 Parallel Ops",65.345
ebs-local-storage,AWS,"Write CSV, 100MB over 10 files",0.269
ebs-local-storage,AWS,"Read CSV, 100MB over 10 files",0.19
ebs-local-storage,AWS,"Write CSV, 100MB over 100 files",0.799
ebs-local-storage,AWS,"Read CSV, 100MB over 100 files",0.459
ebs-local-storage,AWS,"Write CSV, 100MB over 1000 files",0.833
ebs-local-storage,AWS,"Read CSV, 100MB over 1000 files",1.833
ebs-local-storage,AWS,"Write CSV, 100MB over 10000 files",2.519
ebs-local-storage,AWS,"Read CSV, 100MB over 10000 files",14.613
ebs-local-storage,AWS,"DD write, 10MB over 1000 files, 2 Parallel Ops",2.268
ebs-local-storage,AWS,"DD write, 10MB over 1000 files, 4 Parallel Ops",3.012
ebs-local-storage,AWS,"DD write, 10MB over 1000 files, 8 Parallel Ops",5.66
ebs-local-storage,AWS,"DD write, 10MB over 1000 files, 16 Parallel Ops",11.453
ebs-local-storage,AWS,"DD read, 10MB over 1000 files, 2 Parallel Ops",3.083
ebs-local-storage,AWS,"DD read, 10MB over 1000 files, 4 Parallel Ops",2.872
ebs-local-storage,AWS,"DD read, 10MB over 1000 files, 8 Parallel Ops",2.851
ebs-local-storage,AWS,"DD read, 10MB over 1000 files, 16 Parallel Ops",4.615
ebs-local-storage,AWS,"FST random reads, 100MB over 10*10MB reads",0.079
ebs-local-storage,AWS,"FST random reads, 100MB over 100*1MB reads",0.206
ebs-local-storage,AWS,"FST random reads, 100MB over 1000*100KB reads",0.471
ebs-local-storage,AWS,"FST random reads, 100MB over 10000*10KB reads",1.835
ebs-local-storage,AWS,Read 14 days of CRAN logs with fread,37.251
ebs-local-storage,AWS,Sample 5000 rows from each of 14 CRAN logs with vroom,17.96
