elastic-san-same-zone,1,task,user,system,elapsed,parallelism
managed-disk-local-storage-premium-ssd-lrs,1,"DD read, 10MB over 1000 files",5.765,9.22999999999999,3.31900000000002,8
managed-disk-local-storage-premium-ssd-lrs,1,"DD read, 10MB over 1000 files",14.498,21.657,6.11500000000001,16
managed-disk-local-storage-premium-ssd-lrs,1,"FST random reads, 100MB over 10*10MB reads",0.347999999999999,0.056,0.0570000000000164,NA
managed-disk-local-storage-premium-ssd-lrs,1,"FST random reads, 100MB over 100*1MB reads",0.437999999999999,0.0529999999999999,0.0680000000000405,NA
managed-disk-local-storage-premium-ssd-lrs,1,"FST random reads, 100MB over 1000*100KB reads",0.238,0.0619999999999998,0.159999999999968,NA
managed-disk-local-storage-premium-ssd-lrs,1,"FST random reads, 100MB over 10000*10KB reads",0.344999999999999,0.186999999999999,0.637,NA
managed-disk-local-storage-premium-ssd-lrs,1,Read 14 days of CRAN logs with fread,61.17,2.512,33.054,NA
managed-disk-local-storage-premium-ssd-lrs,1,Sample 5000 rows from each of 14 CRAN logs with vroom,23.654,4.31200000000001,15.522,NA
managed-disk-local-storage-premium-ssd-lrs,2,task,user,system,elapsed,parallelism
managed-disk-local-storage-premium-ssd-lrs,2,Install MASS,6.965,3.168,6.953,NA
managed-disk-local-storage-premium-ssd-lrs,2,Install lattice,8.704,3.163,8.662,NA
managed-disk-local-storage-premium-ssd-lrs,2,Install BH,9.579,4.187,12.7,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Write CSV, 10KB",0,0.001,0.0690000000000026,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Write CSV, 1MB",0.00500000000000034,0.001,0.00600000000000023,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Write CSV, 100MB",0.554,0.032,0.151000000000003,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Write CSV, 1GB",5.335,0.306,1.419,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Read CSV, 10KB",0.00199999999999889,0,0.00300000000000011,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Read CSV, 1MB",0.000999999999999446,0.00100000000000011,0.00400000000000489,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Read CSV, 100MB",0.138,0.032,0.0799999999999983,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Read CSV, 1GB",1.562,0.234,1.103,NA
managed-disk-local-storage-premium-ssd-lrs,2,"DD write, 1GB",0.00300000000000189,0.549,11.987,2
managed-disk-local-storage-premium-ssd-lrs,2,"DD write, 1GB",0.016,1.633,26.899,4
managed-disk-local-storage-premium-ssd-lrs,2,"DD write, 1GB",0.0209999999999972,4.262,52.984,8
managed-disk-local-storage-premium-ssd-lrs,2,"DD write, 1GB",0.072000000000001,9.736,103.325,16
managed-disk-local-storage-premium-ssd-lrs,2,"DD read, 1GB",0.000999999999999446,0.316000000000001,2.34100000000001,2
managed-disk-local-storage-premium-ssd-lrs,2,"DD read, 1GB",0.00999999999999979,1.187,5.16399999999999,4
managed-disk-local-storage-premium-ssd-lrs,2,"DD read, 1GB",0.016,4.017,10.354,8
managed-disk-local-storage-premium-ssd-lrs,2,"DD read, 1GB",0.0410000000000004,6.42,20.822,16
managed-disk-local-storage-premium-ssd-lrs,2,"Write CSV, 100MB over 10 files",0.862,0.081,0.276999999999987,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Read CSV, 100MB over 10 files",0.260999999999999,0.02,0.089999999999975,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Write CSV, 100MB over 100 files",0.647,0.0470000000000002,0.697999999999979,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Read CSV, 100MB over 100 files",0.222000000000001,0.0149999999999999,0.277999999999963,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Write CSV, 100MB over 1000 files",0.693000000000001,0.0610000000000002,0.759999999999991,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Read CSV, 100MB over 1000 files",0.501999999999999,0.0699999999999998,0.718999999999994,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Write CSV, 100MB over 10000 files",1.661,0.303,1.97699999999998,NA
managed-disk-local-storage-premium-ssd-lrs,2,"Read CSV, 100MB over 10000 files",3.252,0.525,4.49799999999999,NA
managed-disk-local-storage-premium-ssd-lrs,2,"DD write, 10MB over 1000 files",0.00100000000000122,0.00599999999999978,2.274,2
managed-disk-local-storage-premium-ssd-lrs,2,"DD write, 10MB over 1000 files",1.728,2.533,2.85899999999998,4
managed-disk-local-storage-premium-ssd-lrs,2,"DD write, 10MB over 1000 files",5.501,7.562,5.298,8
managed-disk-local-storage-premium-ssd-lrs,2,"DD write, 10MB over 1000 files",12.894,18.672,11.008,16
